state,ws,wd,ti,mol,weight
492,8.89,191.0,0.162,-1046.8,5.752519263114285e-05
493,5.92,296.3,0.051,341.0,9.420157035518248e-05
494,7.66,75.0,0.127,-1317.5,8.198531579676014e-05
495,16.67,270.9,0.017,-1410.1,0.0001451363242117
496,22.13,75.4,0.162,-1153.7,2.935523684998409e-05
497,10.75,247.4,0.114,-1926.2,0.000113685788686
498,13.42,300.8,0.138,,4.240821260301789e-05
499,17.18,313.0,0.034,1663.5,0.0001351511476574
500,8.89,153.7,0.087,-1761.1,0.0001124748266172
501,5.75,68.8,0.032,,4.50412629219039e-05
502,17.37,83.1,0.021,534.9,7.503130929795513e-05
503,6.84,147.3,0.059,,0.0001539016188063
504,10.13,19.5,0.101,1184.7,0.0001233262185775
505,17.32,284.4,0.102,448.7,9.069085546707944e-06
506,15.56,345.6,0.024,,1.4118198669205537e-05
507,7.54,264.2,0.011,,0.0001119114009037
508,17.47,350.2,0.082,-345.4,4.3606960336285777e-05
509,10.59,352.4,0.083,1424.2,0.0001200391042214
510,13.16,164.5,0.174,-498.9,4.4163114951902845e-06
511,18.44,17.7,0.033,1365.7,4.13863086230374e-05
512,10.37,25.9,0.036,,2.1550710652290228e-05
513,13.85,69.6,0.115,-1974.4,6.609428263925919e-05
514,23.61,8.6,0.049,-1476.4,9.767692539987124e-05
515,9.05,7.4,0.143,-1280.9,2.815094544336331e-05
516,13.29,295.7,0.074,-1754.4,8.857023520051897e-06
517,11.85,64.1,0.013,745.7,0.0001076808313329
518,13.36,124.4,0.066,,7.177885026703308e-05
519,16.53,4.8,0.141,863.4,0.0001619308994894
520,22.32,124.8,0.033,-136.3,5.697080990318066e-05
521,15.36,183.8,0.08,1747.6,0.0001267012088473
522,22.81,133.8,0.073,-1730.7,0.0001488096464429
523,21.25,236.8,0.107,,6.573331370601788e-05
524,19.53,72.3,0.079,-447.6,1.5356877629339743e-05
525,17.45,257.3,0.168,,0.0001157920655392
526,18.75,240.1,0.035,1459.2,6.655031003959825e-05
527,7.34,78.7,0.068,-796.5,9.348942376035484e-05
528,9.37,102.1,0.015,-263.7,0.0001013607684685
529,15.84,79.4,0.04,-936.3,4.97251145572658e-05
530,23.67,192.3,0.086,-105.1,6.840450388126265e-05
531,24.75,333.9,0.06,-1346.5,5.961611532040516e-05
532,18.15,44.7,0.168,-258.9,0.0001337681816946
533,24.27,132.3,0.156,-1746.1,0.0001576407629128
534,24.25,75.0,0.024,-1605.1,1.3082957870870156e-05
535,7.29,299.2,0.065,-706.0,1.3684194669608133e-05
536,13.82,276.0,0.111,,7.892144586482413e-05
537,10.78,313.2,0.08,,6.622125392435946e-05
538,8.94,122.1,0.119,-735.0,4.314221345801743e-05
539,16.11,262.4,0.061,327.0,0.0001371526515975
540,7.84,216.5,0.072,,2.482987573475239e-05
541,11.26,41.6,0.06,1402.5,0.000128078996311
542,12.24,301.0,0.12,,7.425312069059586e-06
543,19.44,18.8,0.016,,7.845802272639877e-05
544,10.74,65.8,0.133,,3.703587696574468e-05
545,16.68,97.8,0.012,,5.3458832289492325e-05
546,21.4,43.0,0.128,,5.139908780074357e-05
547,10.06,53.6,0.087,808.8,1.912667183106264e-05
548,14.94,24.9,0.055,1809.5,8.375635515897191e-06
549,9.98,145.5,0.166,132.9,3.13611395101608e-05
550,14.52,172.1,0.048,1098.1,0.0001535281644648
551,24.86,39.2,0.061,1677.0,0.0001245299500358
552,18.67,349.9,0.172,,0.0001179841893678
553,19.53,205.6,0.022,,0.0001170377835671
554,13.84,240.9,0.133,-632.2,0.0001595258835813
555,15.51,184.3,0.143,,0.0001614996101048
556,19.02,326.3,0.116,-1204.3,7.772631684487119e-05
557,19.25,237.8,0.024,-881.9,0.0001527385237323
558,6.26,57.8,0.053,1670.2,0.0001415318604385
559,16.49,87.9,0.13,1697.9,0.000153307209104
560,17.08,242.8,0.027,1937.5,0.0001367725572048
561,8.39,269.9,0.126,1815.7,2.199199640272222e-05
562,5.44,28.9,0.032,527.1,6.433858690713352e-05
563,12.85,57.3,0.153,989.7,0.0001122367702505
564,17.15,348.8,0.157,-1096.3,0.0001542840679943
565,6.3,331.4,0.104,,0.0001659987284446
566,12.15,286.4,0.044,,2.367372058623325e-05
567,12.87,105.1,0.061,1673.5,0.000164711124487
568,24.84,219.1,0.142,-786.9,6.167061465871115e-05
569,15.71,225.3,0.137,,6.462100482305423e-05
570,7.49,58.1,0.115,-205.2,5.196010454334632e-05
571,7.4,193.2,0.027,,2.9281553890502115e-05
572,13.01,207.8,0.047,-1465.5,3.963686513185358e-05
573,18.72,202.3,0.139,-236.5,0.0001246645061665
574,20.27,136.4,0.078,-1690.2,6.979963134154788e-05
575,17.16,224.4,0.172,-1082.8,4.654092377600465e-05
576,23.91,293.6,0.069,,0.0001126265706329
577,18.92,11.0,0.05,1608.3,0.0001216001528374
578,11.71,116.4,0.111,1340.8,9.560209635600702e-05
579,14.19,335.0,0.022,,9.324129060872424e-05
580,8.75,318.5,0.071,-1843.9,6.7525257717183125e-06
581,18.28,302.7,0.019,294.5,7.701572029298934e-05
582,21.67,276.3,0.09,-360.5,2.375976393946712e-05
583,19.19,272.4,0.096,-483.6,6.880485747958362e-06
584,23.48,355.5,0.099,,0.0001616718669041
585,18.14,43.0,0.072,,9.361518388092088e-05
586,5.7,313.6,0.05,-1827.8,5.404522933857444e-06
587,23.66,218.3,0.162,-303.1,0.0001141981649177
588,9.5,61.4,0.14,-425.0,0.0001335308757334
589,8.91,99.4,0.073,674.0,0.0001069968644961
590,5.66,157.2,0.07,1299.2,0.0001139067717946
591,22.44,194.3,0.108,,0.0001104120731836
592,21.95,131.6,0.046,1200.4,8.247127386094e-05
593,24.16,40.4,0.028,,0.0001496493300065
594,5.83,118.6,0.063,1330.8,0.0001623202297221
595,13.82,140.6,0.142,-1416.8,3.939827781732022e-05
596,18.58,126.5,0.021,,0.0001050623746582
597,9.16,233.1,0.101,-1657.0,2.71046724209082e-05
598,19.91,252.4,0.093,1186.5,9.10807653244196e-06
599,24.18,218.2,0.07,-1881.4,0.0001334107407689
600,22.68,224.6,0.144,,7.8676620005169e-05
601,5.52,27.0,0.096,1545.4,5.289915492489614e-05
602,20.48,351.7,0.017,-150.7,0.0001407420313811
603,7.84,42.7,0.011,,0.0001426813266377
604,17.51,62.7,0.079,-1269.4,2.0626601726045075e-05
605,20.18,127.2,0.029,-1262.5,0.000127365009276
606,21.2,25.7,0.14,217.2,8.924365474236868e-05
607,9.13,6.0,0.102,-1985.3,2.683611665370396e-05
608,7.6,137.6,0.03,402.9,7.527435759434034e-06
609,8.72,28.4,0.169,,2.731932443150392e-05
610,21.92,354.5,0.079,-164.9,5.161628016833004e-05
611,24.37,230.1,0.121,-1252.2,4.202052279052622e-05
612,6.38,354.7,0.091,,6.300831410258027e-05
613,12.39,341.9,0.012,444.3,0.000161916149217
614,7.08,212.2,0.128,,2.618240323893526e-05
615,18.12,349.2,0.148,1356.9,0.0001361231730343
616,19.55,211.6,0.171,-1663.0,0.0001416667429904
617,12.97,193.6,0.11,,9.605842587396688e-05
618,18.5,327.4,0.085,1154.0,5.3127035926873904e-05
619,17.7,232.4,0.014,1852.6,3.9795991964703806e-05
620,7.59,172.1,0.106,1032.4,3.965009173520031e-05
621,15.84,191.7,0.038,,0.0001526029734905
622,9.68,335.7,0.108,,0.0001056324641357
623,22.36,197.0,0.122,-1037.3,0.0001216362608223
624,20.27,270.7,0.149,1929.5,0.0001352359094728
625,15.5,188.7,0.04,1468.9,1.0799162677786272e-05
626,22.48,354.7,0.13,379.0,0.0001500473062136
627,11.96,93.5,0.109,-1206.1,0.0001023262848162
628,24.67,325.3,0.054,884.4,0.0001057075800854
629,9.77,241.5,0.024,1537.9,0.000136713053371
630,10.43,347.2,0.099,-1015.6,8.897355571199087e-05
631,21.04,301.8,0.152,,5.000388553882536e-05
632,23.28,59.1,0.174,-717.8,0.0001429120071003
633,8.82,107.0,0.024,-1044.3,3.900964046821282e-05
634,21.73,191.1,0.084,1715.7,3.3625510416060564e-05
635,13.49,34.5,0.08,-1136.8,6.332112662641018e-06
636,22.5,169.7,0.063,-1652.6,0.0001222107014247
637,7.99,72.0,0.04,,8.63375586157838e-05
638,12.35,0.4,0.105,,4.413877617296203e-06
639,17.41,186.3,0.173,1274.6,9.608959181652098e-06
640,13.69,197.0,0.057,-334.7,0.0001130765489869
641,19.45,78.0,0.15,1793.1,0.0001550302976524
642,8.08,35.6,0.15,-172.2,9.9266070855212e-05
643,22.59,79.3,0.128,-1337.5,9.406555357186188e-05
644,8.15,352.9,0.076,-1631.9,6.647934500411619e-05
645,19.37,24.9,0.028,1100.3,7.513545754469673e-05
646,9.22,174.6,0.172,1477.8,6.661571946857548e-05
647,11.84,47.2,0.054,1264.0,6.69059407202921e-05
648,12.7,113.5,0.104,-1909.0,3.612406835070636e-05
649,14.98,296.9,0.162,,0.0001534674740848
650,13.87,85.0,0.022,-1779.3,1.4871828002167477e-06
651,17.65,213.6,0.073,1932.8,0.000131700587297
652,12.48,290.5,0.081,-1716.7,0.0001575304702145
653,17.12,192.4,0.128,,0.0001370046151844
654,24.99,87.1,0.105,-858.5,6.802490936613647e-06
655,15.73,182.7,0.065,419.7,2.378610862975937e-05
656,16.72,134.8,0.134,746.0,8.969252090774715e-05
657,13.76,299.6,0.068,949.9,0.0001129058473864
658,14.71,329.2,0.09,,2.867424267335621e-05
659,23.54,153.7,0.116,-498.3,9.113302210564769e-05
660,15.62,174.9,0.127,,7.546683893784035e-05
661,23.73,212.7,0.153,1539.4,4.121218736747118e-06
662,21.79,287.8,0.072,1654.2,5.383215932631563e-05
663,24.03,321.8,0.028,-1854.6,7.494545374243219e-05
664,16.71,7.3,0.154,390.2,0.0001446647209952
665,9.79,236.0,0.166,-1912.1,5.737499652794363e-05
666,17.26,290.7,0.122,877.8,0.0001496048544239
667,18.85,38.9,0.099,,0.0001534252063215
668,18.35,112.4,0.086,-139.0,0.0001529127365627
669,11.85,238.1,0.087,983.2,0.0001457302204894
670,21.84,354.3,0.086,1197.5,3.845492641134039e-05
671,17.36,169.0,0.049,1362.5,0.0001201231473499
672,14.37,275.8,0.132,221.1,0.0001186065545603
673,24.5,297.5,0.127,-1459.0,3.18522902570032e-05
674,7.07,307.3,0.056,978.1,0.0001458019483934
675,8.93,329.0,0.051,254.5,0.0001666400512185
676,5.37,208.0,0.065,-652.8,1.1484369227887177e-07
677,22.39,175.4,0.098,-115.8,7.158903690784555e-06
678,15.08,167.5,0.175,-1621.2,0.0001268585289041
679,6.26,197.8,0.067,-309.0,4.572837821020732e-06
680,10.15,58.4,0.017,-636.0,2.517172427460335e-05
681,9.4,356.2,0.161,1301.2,0.0001086295517823
682,15.84,61.7,0.032,125.7,7.598714390018794e-05
683,24.38,290.9,0.05,-579.8,5.180124703264576e-05
684,14.81,142.4,0.012,,0.0001266436251749
685,17.6,180.1,0.106,472.3,1.260099160454819e-05
686,11.43,308.4,0.1,1308.1,0.0001458365227564
687,7.3,193.6,0.095,-1748.5,4.5683072893124347e-05
688,12.64,209.3,0.087,,9.452822628910388e-05
689,24.12,274.8,0.038,248.4,0.0001057209258284
690,11.56,214.9,0.143,1649.0,2.541842211027633e-05
691,6.24,62.7,0.02,,9.894644800751494e-05
692,8.82,335.2,0.118,-1957.3,7.47330509670073e-05
693,22.77,51.1,0.09,,7.90296464106736e-05
694,14.61,321.3,0.018,,0.0001436527902079
695,17.66,306.2,0.097,,2.4643223714742418e-05
696,5.95,53.3,0.078,1531.6,4.145493082981307e-05
697,12.05,44.6,0.154,,0.0001257290545142
698,11.21,163.3,0.155,-1965.6,0.0001329297542096
699,16.08,73.4,0.166,1960.0,8.683288985477384e-05
700,12.59,345.6,0.14,451.9,0.0001599739523272
701,5.14,162.4,0.119,,5.1476813613991575e-05
702,7.12,322.1,0.094,1703.0,0.000102987268631
703,18.49,322.0,0.098,320.7,0.0001543307236973
704,8.02,291.9,0.051,-1045.9,0.0001153019688701
705,23.11,101.9,0.107,,0.0001095953824064
706,5.35,268.5,0.026,1292.3,0.0001506506900809
707,22.0,192.8,0.089,983.1,6.203167458129499e-05
708,23.95,10.8,0.176,702.7,0.000108574928393
709,8.51,347.1,0.121,271.9,2.710470410971756e-05
710,14.42,280.1,0.107,1325.2,0.0001372280565202
711,21.57,113.7,0.017,1667.4,0.0001557532958417
712,23.7,319.4,0.024,-1251.2,8.675960294162863e-05
713,8.56,309.9,0.036,1270.5,0.0001049198187595
714,12.35,306.2,0.119,-1291.1,2.075581712082936e-05
715,12.36,122.7,0.128,-746.8,9.457051432105604e-05
716,23.82,210.8,0.178,,0.000129726907078
717,14.76,304.7,0.176,258.3,9.824580258054338e-05
718,8.91,328.1,0.067,,8.051150247354516e-05
719,13.04,66.0,0.045,434.2,5.353030888093792e-05
720,9.59,115.4,0.111,1075.8,1.747012717160166e-05
721,7.14,191.0,0.155,,3.463171780648781e-05
722,9.55,286.5,0.168,-310.0,0.0001332412803436
723,24.46,45.4,0.151,1194.8,2.512496776712714e-06
724,21.62,346.7,0.029,-622.2,0.0001068441322877
725,23.51,114.3,0.041,-1998.0,7.409866171827628e-05
726,22.85,126.9,0.176,-1052.0,0.0001308420058095
727,15.37,199.0,0.071,,7.699018328192693e-05
728,15.54,283.9,0.109,-1532.3,0.0001623709402924
729,16.61,238.4,0.025,280.9,8.360131327773743e-05
730,23.25,283.3,0.156,858.9,0.0001014207966653
731,10.58,101.0,0.05,,0.0001065530737195
732,21.76,236.0,0.059,-1349.8,9.526818242949794e-06
733,6.79,260.4,0.026,,2.979413118099761e-05
734,10.98,77.3,0.044,483.5,0.0001558955348507
735,22.12,190.6,0.034,-1945.0,4.411167726356528e-05
736,20.53,307.5,0.079,1220.9,0.0001140175505061
737,12.5,357.0,0.08,619.1,3.093703116862397e-05
738,22.63,300.9,0.13,1119.7,3.508952690864132e-05
739,5.55,224.6,0.114,-1082.0,7.828734210126812e-05
740,14.14,197.7,0.049,-1942.0,7.704396545837324e-06
741,9.37,143.3,0.115,,1.896690427074664e-05
742,21.52,243.1,0.154,,8.219785980351067e-06
743,6.55,354.5,0.054,,0.0001540868495166
744,15.48,179.0,0.054,-212.6,5.163240412731415e-05
745,16.64,179.6,0.101,-180.1,0.0001130824094862
746,22.68,344.4,0.108,-1293.0,9.489421255368676e-05
747,9.62,337.0,0.13,-739.8,7.93366606718605e-05
748,8.73,356.9,0.08,-1330.0,0.0001316370735917
749,19.76,42.8,0.173,1981.1,8.57902159662935e-05
750,5.97,307.5,0.015,,1.7110512884092137e-05
751,22.35,310.3,0.088,,8.518331271288385e-05
752,14.58,146.8,0.085,1609.2,5.045656172824916e-05
753,17.94,46.4,0.134,-155.7,7.845744618096514e-05
754,13.09,182.2,0.047,-1960.5,7.02691631585844e-05
755,6.23,12.9,0.064,,0.0001530168464785
756,10.83,285.6,0.026,716.2,8.07564325834117e-05
757,7.76,69.5,0.17,,0.0001208726263122
758,19.06,209.7,0.058,-346.5,0.0001155693934481
759,6.69,299.1,0.099,-1124.5,8.730577937133798e-05
760,9.57,242.5,0.17,-1567.1,3.979432931616054e-05
761,11.08,99.4,0.034,,3.7735481115425125e-05
762,11.47,28.7,0.1,882.1,0.0001594202599803
763,8.82,315.6,0.064,,4.441791984116658e-05
764,19.25,342.1,0.039,-649.0,7.570814628922868e-05
765,24.97,120.7,0.118,,0.0001570236944438
766,22.04,108.8,0.147,866.1,0.0001237262884198
767,16.13,73.4,0.036,977.9,2.9918684148365988e-05
768,19.47,28.4,0.049,-1429.5,0.0001241349680743
769,11.81,164.3,0.177,,7.081269273100243e-05
770,15.46,142.3,0.034,,9.810820113005684e-05
771,24.43,96.5,0.017,-1638.5,9.842698171665478e-05
772,22.72,135.6,0.166,-195.7,0.0001083682796615
773,8.91,265.5,0.047,,2.021598186846133e-05
774,20.87,239.9,0.175,,9.121124554692535e-05
775,5.36,252.2,0.029,,9.181264502485703e-05
776,16.64,263.9,0.168,-525.7,1.281791268151786e-05
777,15.98,221.9,0.023,-1162.1,0.0001168769200547
778,8.39,8.2,0.043,-180.9,5.160339351531434e-05
779,21.85,51.4,0.164,,0.000141382333378
780,18.59,324.9,0.015,962.0,0.0001089374501176
781,15.74,19.5,0.137,-716.2,2.1043497933828265e-05
782,10.38,133.3,0.037,457.5,0.0001273465799665
783,5.79,125.0,0.113,,0.0001045324066985
784,11.55,31.0,0.039,358.7,7.797513663896003e-05
785,11.3,13.9,0.097,,0.0001448301083775
786,10.26,334.2,0.156,,0.0001612300399729
787,22.98,11.1,0.148,,6.440019003795565e-05
788,24.41,293.5,0.172,-1621.9,8.70366583735158e-05
789,18.97,52.8,0.015,-1317.8,9.489268900257708e-05
790,18.37,248.3,0.125,1451.7,7.470662343866633e-05
791,13.43,70.7,0.116,,3.982203627223144e-06
792,12.71,157.8,0.107,,0.0001433892092167
793,24.45,353.0,0.157,-589.4,3.525892797432168e-05
794,10.19,14.8,0.027,,0.0001531359361541
795,8.82,352.7,0.121,-1703.5,1.5013620247896822e-05
796,11.48,296.3,0.085,1238.4,8.35084913455132e-05
797,19.37,353.9,0.028,-101.4,5.636265029243623e-05
798,18.98,253.5,0.121,1127.7,1.425488925409769e-05
799,21.52,34.2,0.107,,3.378838718292531e-05
800,9.12,168.6,0.011,,0.0001035845778622
801,23.06,34.7,0.124,115.1,9.527165481228178e-06
802,19.62,203.2,0.156,,0.0001398245868842
803,14.17,122.7,0.141,163.4,8.002384420348623e-05
804,22.51,273.4,0.074,-1163.3,2.200124599762585e-05
805,24.44,20.0,0.14,-1004.6,0.0001374277380598
806,7.76,288.3,0.103,1170.1,8.204812542713959e-05
807,18.82,158.3,0.092,-1689.9,7.922288204117429e-05
808,24.36,315.2,0.023,-270.5,3.012413393810873e-05
809,15.16,317.8,0.18,-1549.2,3.5690869724410704e-06
810,19.69,347.3,0.026,-208.8,6.042303441727873e-06
811,17.88,195.8,0.016,-476.9,8.453832528320954e-05
812,15.26,290.9,0.144,1347.6,5.443057223916993e-05
813,10.4,242.7,0.103,,0.0001188541304313
814,16.94,208.3,0.15,,8.929267715728761e-05
815,24.57,337.3,0.166,-1526.6,6.487452547992435e-05
816,7.57,103.8,0.134,,0.0001125754777288
817,21.5,0.7,0.096,1567.8,0.0001107545313132
818,15.16,326.4,0.175,-1095.5,8.944009879602777e-05
819,11.47,116.7,0.152,,9.49093680662816e-05
820,23.29,110.1,0.11,,0.0001457274793228
821,12.13,54.6,0.147,-272.6,0.0001652672393077
822,10.12,49.2,0.158,-1646.3,0.0001075854991737
823,7.54,64.6,0.109,1438.0,0.0001496357177637
824,18.86,205.8,0.027,-1598.4,0.0001192833974821
825,5.96,315.4,0.018,-525.5,9.930608761063388e-05
826,6.31,247.5,0.148,,0.0001340818458816
827,8.68,186.9,0.132,,0.0001571255116936
828,7.65,83.7,0.053,-515.8,5.851955715027626e-05
829,17.61,233.3,0.157,1083.6,9.425559349762709e-05
830,20.72,223.1,0.117,-1021.7,9.428503296400888e-05
831,23.37,26.4,0.141,,0.0001197160164151
832,17.37,206.8,0.051,533.7,4.226878866981064e-05
833,11.29,316.7,0.094,-279.8,5.130031239157071e-05
834,24.58,342.1,0.051,-1635.6,0.0001350652133629
835,22.79,246.0,0.151,-903.4,2.313312382724259e-05
836,5.46,162.9,0.074,1230.3,6.715671964327373e-05
837,14.53,113.3,0.115,1280.6,0.0001081451138096
838,7.66,98.7,0.129,-675.4,6.019759930878041e-05
839,16.44,333.1,0.105,,0.0001657832550295
840,11.13,182.6,0.117,-1581.8,5.221850130794216e-05
841,15.57,120.9,0.11,1972.7,0.0001097567710414
842,11.26,37.5,0.18,1817.4,1.173173781908706e-05
843,6.52,301.4,0.152,-796.8,7.015151283727861e-05
844,22.75,147.5,0.132,1346.2,0.0001228501148348
845,15.74,339.0,0.082,1642.8,2.532988325118456e-06
846,20.59,329.0,0.088,986.4,2.269861754706163e-05
847,16.39,158.7,0.131,238.9,5.324643227632112e-05
848,15.97,67.8,0.172,-1879.8,4.6892351654614944e-05
849,23.97,69.7,0.074,-1686.3,4.849054459811287e-05
850,24.72,358.9,0.141,-595.3,0.0001203370853595
851,6.42,224.8,0.059,-1155.0,2.405233365849557e-05
852,17.92,35.0,0.011,-961.5,5.353088329805708e-05
853,8.98,147.9,0.033,1087.4,0.0001158504547542
854,8.56,224.3,0.08,,0.0001023064713862
855,6.39,112.6,0.036,-1637.6,0.0001303699202124
856,8.97,251.2,0.119,1038.4,2.574859229943016e-06
857,16.09,90.2,0.102,1374.9,6.302507139174158e-07
858,19.06,179.0,0.037,1640.5,0.0001350785471341
859,13.65,236.3,0.026,770.3,0.0001530959662725
860,6.68,289.1,0.02,-497.7,8.440772452343984e-05
861,10.65,349.6,0.048,,4.908623894479235e-05
862,17.28,148.0,0.011,-993.0,0.000111214891021
863,13.5,66.2,0.015,-1439.9,0.0001089543312926
864,15.43,305.1,0.114,1990.4,0.0001650684927217
865,17.15,162.2,0.113,659.6,1.199532762019108e-05
866,9.14,325.5,0.115,-543.4,0.0001198549381175
867,8.81,77.7,0.16,977.3,0.0001555826448753
868,8.29,119.7,0.082,,8.433678041719685e-05
869,14.13,312.5,0.166,-1985.7,0.0001472068114157
870,7.55,127.7,0.119,-158.9,2.656650265772081e-05
871,10.4,49.6,0.142,-492.8,5.329973157869169e-06
872,20.35,265.5,0.033,,0.0001060476129328
873,23.69,227.7,0.142,,6.175420542373533e-05
874,6.5,176.1,0.129,,1.682670452383205e-05
875,17.32,0.6,0.179,834.1,5.796487829232183e-05
876,7.13,207.5,0.064,-548.2,5.039723395040673e-05
877,10.29,142.1,0.146,-674.1,7.992865527258123e-05
878,10.59,306.1,0.102,364.5,6.496728769559908e-05
879,7.34,230.2,0.156,,8.619007203730838e-05
880,23.9,286.4,0.094,1377.9,3.365381180610588e-05
881,17.14,219.6,0.013,-493.4,0.0001537600886307
882,14.43,304.0,0.038,551.3,0.0001330922926594
883,6.67,335.7,0.103,-575.0,1.027514298159953e-06
884,7.75,338.5,0.131,,9.43868964548684e-05
885,10.38,199.3,0.171,-500.5,7.146680788458299e-05
886,22.31,313.8,0.054,263.5,0.0001084449071071
887,5.26,178.7,0.141,-1650.8,7.169546463500301e-05
888,21.73,277.5,0.038,-1121.8,8.424068179031601e-05
889,6.84,345.4,0.151,-683.5,6.962118170089947e-05
890,19.54,43.5,0.137,,4.9133412764691e-05
891,6.55,304.1,0.017,1679.5,5.199392122239314e-05
892,13.39,31.8,0.108,,0.0001051499902808
893,11.06,171.4,0.047,626.2,0.0001498947783763
894,12.95,48.7,0.014,-1782.0,6.016567798221872e-05
895,11.41,218.2,0.025,885.1,0.0001280076024818
896,8.56,202.0,0.168,1197.5,9.738763340412605e-05
897,12.18,333.2,0.071,-1758.2,0.0001240710323397
898,17.51,196.5,0.02,1395.8,1.696515145665433e-05
899,21.46,80.4,0.029,-1484.0,0.0001572998850951
900,13.1,65.8,0.124,-1703.1,6.983623724049858e-05
901,7.06,0.8,0.124,1806.1,7.574754231635279e-05
902,9.15,321.2,0.04,,0.0001510929541129
903,12.53,231.5,0.021,1757.3,1.4486811365337169e-05
904,12.9,35.9,0.114,-1073.9,1.8591305203927405e-06
905,11.7,9.8,0.082,1461.2,6.834148679304788e-05
906,23.19,188.5,0.017,1272.9,1.553961640159208e-05
907,5.08,180.4,0.091,-1642.6,0.0001148101698277
908,22.23,251.6,0.054,,0.0001476771292988
909,17.45,114.9,0.121,-1674.4,0.0001558821861273
910,15.13,311.4,0.114,,9.594758634512754e-06
911,10.26,72.5,0.044,,0.0001631091680741
912,5.24,178.5,0.124,1490.8,0.0001445891638863
913,13.17,63.1,0.111,-1460.1,5.270980514469929e-05
914,19.94,88.4,0.093,557.0,0.0001091561442853
915,20.31,171.7,0.162,,4.407898263290393e-05
916,15.15,38.6,0.013,-1382.0,2.5261985238009708e-05
917,5.46,227.7,0.136,519.1,0.0001115241787845
918,18.87,305.3,0.015,,8.049653777017593e-05
919,8.95,226.8,0.091,501.9,0.0001487049792252
920,16.86,211.0,0.093,1128.6,0.0001642429099641
921,7.06,152.7,0.118,-1942.4,0.0001232521146746
922,8.77,358.0,0.096,1143.7,2.226638045155301e-05
923,22.35,159.2,0.066,,5.920518910758935e-05
924,11.23,275.4,0.093,1897.3,3.930530576362851e-05
925,13.09,133.5,0.137,1988.8,2.419030874347037e-05
926,14.81,177.5,0.061,641.4,5.798428993011474e-05
927,18.33,283.0,0.093,-1374.9,4.085169898108348e-05
928,9.93,209.0,0.152,-106.3,8.575544903316783e-05
929,9.04,29.2,0.028,,0.0001132462369247
930,11.22,300.9,0.058,,0.0001452559866636
931,13.08,292.2,0.082,1719.3,0.0001494962583418
932,5.11,132.2,0.063,760.9,5.380815998484893e-05
933,10.12,171.4,0.163,-1015.4,9.303741581662877e-05
934,9.75,162.0,0.089,1243.3,1.6375875801821552e-05
935,16.3,92.7,0.08,-1745.7,6.218253624467958e-05
936,23.96,260.9,0.134,,0.0001052443976494
937,22.27,305.5,0.104,-1742.0,7.346748029319688e-05
938,14.81,76.1,0.133,,7.446498338826655e-05
939,12.67,135.4,0.14,525.4,4.5011336692174656e-05
940,11.9,3.5,0.162,-1694.6,0.000121397406189
941,16.83,159.3,0.01,1292.7,0.0001432379525254
942,17.05,190.4,0.058,683.7,9.162848881085252e-05
943,19.35,254.4,0.164,-1277.7,4.7744696657722825e-05
944,19.73,12.5,0.051,-998.3,0.0001577864492596
945,7.1,312.8,0.148,746.1,0.0001517108633651
946,17.46,257.3,0.106,117.8,0.0001150179094699
947,10.4,197.3,0.086,,1.8922737596870063e-05
